Country,State,Year,City Name,Location Name,"Number Of Monitoring Days (UOM:Number), Scaling Factor:1","Minimum Concentration Of Nitrogen Dioxide (No2) (24-Hourly Average) (UOM:µg/m³(Microgrampercubicmeter)), Scaling Factor:1","Maximum Concentration Of Nitrogen Dioxide (No2) (24-Hourly Average) (UOM:µg/m³(Microgrampercubicmeter)), Scaling Factor:1","Concentration Of Nitrogen Dioxide (No2) (Annual Average) (UOM:µg/m³(Microgrampercubicmeter)), Scaling Factor:1"
India,Kerala,"Calendar Year (Jan - Dec), 2019",Pathanamthitta,"KSPCB, Makkamkunnu",100.0,14.0,19.0,17.0
India,Kerala,"Calendar Year (Jan - Dec), 2019",Thiruvananthap uram,PETTAH / Sasthamangalam(plamadou),105.0,8.0,34.0,16.0
India,Kerala,"Calendar Year (Jan - Dec), 2019",Thiruvananthap uram,PRS Hospital/COSMO,105.0,8.0,29.0,15.0
India,Kerala,"Calendar Year (Jan - Dec), 2019",Thiruvananthap uram,SMV School,105.0,7.0,32.0,16.0
India,Kerala,"Calendar Year (Jan - Dec), 2019",Thiruvananthap uram,VELI / HiTech Chackai,105.0,10.0,40.0,18.0
India,Kerala,"Calendar Year (Jan - Dec), 2019",Thissur,"KSPCB, District Office, Poonkunnam",104.0,5.0,20.0,6.0
India,Kerala,"Calendar Year (Jan - Dec), 2019",Thissur,Thissur/ Peringandoor,74.0,5.0,12.0,5.0
India,Kerala,"Calendar Year (Jan - Dec), 2019",Wayanad,Sulthan Bathery,104.0,5.0,5.0,5.0
India,Kerala,"Calendar Year (Jan - Dec), 2019",Wayanad,Wayanad,79.0,5.0,5.0,5.0
India,Ladakh,"Calendar Year (Jan - Dec), 2019",Jammu,Bari Brahamana Industrial Area,1.596739216420552740700,0.196858259558698283100,0.546828498774161897500,0.371843379166430090300
India,Ladakh,"Calendar Year (Jan - Dec), 2019",Jammu,"M.A. Stadium, Jewel Chowk",1.356134676959921505800,0.218731399509664759000,0.524955358823195421600,0.371843379166430090300
India,Ladakh,"Calendar Year (Jan - Dec), 2019",Jammu,"Regional Office, Jammu",1.443627236763787409400,0.131238839705798855400,0.568701638725128373400,0.371843379166430090300
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Amlai,HJI,60.0,15.0,26.0,21.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Amlai,OPM,69.0,14.0,22.0,18.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Bhopal,"AKVN Office, Industrial Area Mandideep, Raisen",71.0,9.0,56.0,27.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Bhopal,Arera Colony,82.0,5.0,24.0,10.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Bhopal,"Barkatuallah University, Hoshgabad Road, Bhopal",74.0,5.0,30.0,13.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Bhopal,CETP Govindpura,88.0,8.0,32.0,17.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Bhopal,"Hamidia Road, MP Hastshilp Vikas Nigam",72.0,5.0,39.0,21.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Bhopal,"Kolar Thana, Kolar Road, Bhopal",69.0,5.0,53.0,20.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Bhopal,"Main Road, Hemu Colony, Bairagarh, Bhopal",77.0,5.0,41.0,17.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Bhopal,"Nutan Subhash School, T.T. Nagar",36.0,5.0,11.0,9.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Bongaigaon,Barpara Office Building,86.0,10.0,18.0,12.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Bongaigaon,"Oil India Ltd. PS6, Chirang",70.0,10.0,20.0,12.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Chhindwara,"Board Colony, Chadagaon",,,,
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Chhindwara,"HIG 33, Front of Geetanali Park Housing",96.0,8.0,21.0,14.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Chhindwara,"Hindustan Unileaver, Narsinghpur Road,",88.0,7.0,19.0,14.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Daranga,"BATAD, Sandoop Jhankar town of Bhutan, Baska",94.0,10.0,21.0,14.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Dewas,Dewas Metal Section,93.0,13.0,35.0,26.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Dewas,EID Perry (I) Limited,94.0,16.0,35.0,26.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Dewas,Vikas Nagar,96.0,16.0,35.0,26.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Dibrugarh,Dibrugarh Office Building,89.0,9.0,18.0,11.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Golaghat,Golaghat Office Building,80.0,9.0,16.0,12.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Guwahati,"Boragaon, IASST, Kamrup",114.0,12.0,21.0,16.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Guwahati,"Guwahati University, Kamrup",117.0,11.0,22.0,16.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Guwahati,"Head Office, Bamunimaidam",134.0,9.0,36.0,15.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Guwahati,"ITI Building, Gopinath Nagar",117.0,10.0,30.0,15.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Guwahati,"Khanapara, Central Dairy, Kamrup",129.0,10.0,34.0,15.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Guwahati,"Near Pragjyotish College, Santipur",133.0,11.0,27.0,16.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Gwalior,Dindayal Nagar,90.0,8.0,44.0,23.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Gwalior,Maharaj Bada,93.0,10.0,46.0,24.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Indore,"Kothari Market, M.G. Road",109.0,7.0,30.0,17.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Indore,"M.P. Laghu Udyog, Pologround",103.0,7.0,67.0,18.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Indore,"Telephone Nagar, 26 A, Kanadia Road",109.0,12.0,33.0,18.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Jabalpur,Udaipur Beverage Racchai,101.0,15.0,22.0,19.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Jabalpur,Vijay Nagar,101.0,11.0,19.0,14.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Katni,"Calderys Works Refactories India Private Limited, Guest House, Katni",72.0,21.0,36.0,29.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Katni,"HIG4 Housing Board Colony Jhinjhri, Katni",96.0,17.0,36.0,27.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Margherita,Coal India Office,91.0,9.0,18.0,12.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Nagda,B C I Labour Club,80.0,8.0,21.0,13.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Nagda,Chem. D. Labour Club,79.0,7.0,25.0,12.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Nagda,Grasim Kalyan Kendra,75.0,9.0,20.0,15.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Naharlagun,APSPCB Office compound,35.0,5.0,14.0,7.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Prithampur,"RCC Over Head Tank No. 1, Sector3",112.0,11.0,24.0,18.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Prithampur,"Vikas Bhavan, Sector2",94.0,11.0,22.0,18.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Sagar,"Katra Bazar, Sagar",101.0,5.0,32.0,13.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Sagar,Pt.Deendayal Nagar,96.0,5.0,21.0,14.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Satna,"MPPCB,Dharwari GaliNo.5,House No.318",75.0,5.0,34.0,10.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Satna,Subdivisional Office E/M Light Machniery,73.0,7.0,20.0,11.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Singrauli,Jayant Township,83.0,20.0,112.0,49.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Singrauli,"N.T.P.C., Vidyanagar",81.0,19.0,107.0,49.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Singrauli,Waidhan,87.0,19.0,94.0,47.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Ujjain,Chamunda Mata Chouraha,49.0,10.0,21.0,12.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Ujjain,District Office,66.0,10.0,15.0,13.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Ujjain,Mahakal Temple,51.0,8.0,16.0,12.0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Ujjain,Regional Office,75.0,8.0,16.0,11.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Akola,"College Of Engineering & Tech, Akola",196.0,12.0,19.0,15.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Akola,"LRT Commerce College, Civil Lines, Akola",88.0,12.0,15.0,13.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Akola,"MIDC Water Work, PhashII, MIDC Akola",143.0,12.0,19.0,15.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Amravati,"Apurva Oil Industries, A23, MIDC",215.0,9.0,25.0,15.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Amravati,"Elect. Dept., Govt College Engineering",92.0,9.0,18.0,14.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Amravati,"Rajkamal Square, Vaneeta Samaj",154.0,9.0,25.0,15.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Aurangabad,"C.A.D.A. Ofiice, Garkheda",91.0,22.0,65.0,37.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Aurangabad,Collector Ofiice,127.0,10.0,65.0,33.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Aurangabad,S.B.E.S. College,144.0,19.0,68.0,37.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Badlapur,BIWA Office,187.0,19.0,120.0,60.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Bhiwandi,"Fire Brigade Office, I.G.M. Hospital",165.0,31.0,69.0,44.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Bhiwandi,"Prematai Hall, Near Dhamankar Naka",101.0,31.0,69.0,44.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Bhiwandi,"Regional Office, M.P.C. Board, Kalyan",237.0,31.0,69.0,43.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Chandrapur,"Gadchandur Gram Panchayat, Rajura",97.0,18.0,47.0,29.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Chandrapur,Grampanchat Ghughus,94.0,12.0,49.0,28.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Chandrapur,M.I.D.C. Chandrapur,101.0,18.0,46.0,29.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Chandrapur,"MIDC, Tadali",97.0,14.0,45.0,29.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Chandrapur,"Muncipal Council, Ballarshah",99.0,19.0,43.0,29.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Chandrapur,Nagar Parishad,163.0,10.0,85.0,30.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Dombivali/Ambernath,Ambernath Municipal Council Office,131.0,21.0,129.0,66.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Dombivali/Ambernath,Dombivali MIDC PhaseII,190.0,20.0,120.0,60.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Jalgaon,B. J. Market,94.0,28.0,36.0,32.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Jalgaon,Girna water tank,213.0,27.0,38.0,32.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Jalgaon,MIDC Jalgaon,154.0,27.0,38.0,33.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Jalna,"Bachat Bhawan, Near S P Office",104.0,33.0,51.0,39.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Jalna,"Krishidhan Seeds Ltd, MIDC Area",172.0,33.0,52.0,40.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Kolhapur,"Mahadwar Road, Near Mahalaxmi Temple",203.0,10.0,82.0,37.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Kolhapur,"Ruikar Trust, S.T. Stand",147.0,10.0,82.0,38.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Kolhapur,"University Campus, Shivaji University",80.0,10.0,33.0,20.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Latur,Kshewraj Vidyalaya Shyam nagar,104.0,18.0,27.0,21.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Latur,MIDC Water Works,239.0,18.0,27.0,21.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Latur,Sidhheshwar Sahakari Bank Ganjgolai,172.0,18.0,27.0,20.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Mumbai,"Bank of India, Kalbadevi /Branch, Kalbadevi/ VARSOVA",84.0,5.0,73.0,27.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Mumbai,"Parel TT, Ambedkar Road",88.0,7.0,73.0,30.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Mumbai,Worli,87.0,6.0,71.0,26.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Nagpur,"Govt. Polytechnic College, Sadar",96.0,29.0,60.0,41.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Nagpur,Institution of Engineers,100.0,29.0,57.0,39.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Nagpur,"MIDC Industrial Area, MIDC Office, Hingna",82.0,5.0,63.0,22.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Nagpur,MIDC Office Hingana Road,100.0,23.0,56.0,42.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Nagpur,"MPCB Office Premises, Civil Lines",321.0,22.0,56.0,38.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Nagpur,"NEERI Lab, Nehru Marg, Highway No. 7",74.0,8.0,83.0,21.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Nagpur,"Nagpur Coop Building, Maskasath, Itwari",79.0,6.0,41.0,18.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Nashik,"MPCB Sub R.O. Udyog Bhawan, Nashik",305.0,6.0,72.0,21.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Nashik,Nashik Municipal Council Building,218.0,8.0,42.0,22.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Nashik,R.T.O. Colony Tank,154.0,8.0,42.0,22.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Nashik,"VIP Industrial Area, MIDC Satpura",104.0,8.0,42.0,22.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Navi Mumbai,CIDCO Nodal Office Kharghar,103.0,35.0,68.0,48.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Navi Mumbai,"Dr. D.Y. Patil College, Nerul, TTC",229.0,22.0,67.0,45.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Navi Mumbai,"MIDC Collom Facility Building, Taloja",229.0,28.0,75.0,47.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Navi Mumbai,"MPCB Lab, Mhape, TTC",168.0,35.0,73.0,47.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Navi Mumbai,"T.B.I.A, Rabale Airoli, TTC",103.0,17.0,75.0,48.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Navi Mumbai,"Water Pump House, Panvel, Taloja",168.0,35.0,75.0,48.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",PimpriChinchwad,"Bank of Baroda Builing, Near M.C Builiding",199.0,23.0,176.0,78.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Pune,"Maratha Chamber of commerce, Bhosari",62.0,21.0,178.0,72.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Pune,State Electricity Board BLDG Nalstop,113.0,25.0,254.0,87.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Pune,Swargate Police Chawki,33.0,48.0,178.0,101.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Sangli,Krishna Valley School,163.0,10.0,102.0,39.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Sangli,Sangli Miraj Primary school Building,226.0,10.0,102.0,42.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Sangli,"Udyog bhavan / SRO, MPCB Sangli",99.0,10.0,87.0,34.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Solapur,Voronoko School / Chitale Clinic,144.0,31.0,39.0,35.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Solapur,WIT Campus,102.0,31.0,39.0,35.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Thane,"Kolshet and Balkum, Thane West",73.0,32.0,45.0,36.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Thane,"Maternity Hospital, Dhobighat, Thane East",24.0,33.0,40.0,37.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Thane,"Shahu Market,Naupada, Thane West",49.0,33.0,45.0,37.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Ulhasnagar,"Octroi Naka, PawaiChowk, Vithalwadi",107.0,24.0,110.0,63.0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Ulhasnagar,Smt. C. H. M. College Campus,99.0,18.0,83.0,48.0
India,Manipur,"Calendar Year (Jan - Dec), 2019",Imphal,Secretariat Building,57.0,5.0,52.0,21.0
India,Meghalaya,"Calendar Year (Jan - Dec), 2019",Byrnihat,"EPIP, RiBhoi district",121.0,5.0,18.0,13.0
India,Meghalaya,"Calendar Year (Jan - Dec), 2019",Dawki,"Terrace building, Jaintia Hills District",121.0,5.0,18.0,13.0
India,Meghalaya,"Calendar Year (Jan - Dec), 2019",Khliehriat,"O/o BDO, C & R.D. BlockKhliehriat",122.0,5.0,15.0,11.0
India,Meghalaya,"Calendar Year (Jan - Dec), 2019",Nongstoin,"Office Premises of E.E, PHED",121.0,5.0,21.0,13.0
India,Meghalaya,"Calendar Year (Jan - Dec), 2019",Shillong,"41/2 mile, Mylliem Range Office",119.0,5.0,16.0,9.0
India,Meghalaya,"Calendar Year (Jan - Dec), 2019",Shillong,"Boards Office Permises, Lumpyngngad",106.0,5.0,13.0,7.0
India,Meghalaya,"Calendar Year (Jan - Dec), 2019",Shillong,"Forest Rest House, Polo Hills",117.0,5.0,16.0,11.0
India,Meghalaya,"Calendar Year (Jan - Dec), 2019",Shillong,State Tuberculosis Hospital,121.0,5.0,26.0,20.0
India,Meghalaya,"Calendar Year (Jan - Dec), 2019",Tura,"PHED, Araimille, West Garo Hills District",116.0,5.0,16.0,12.0
India,Meghalaya,"Calendar Year (Jan - Dec), 2019",Umiam / Umsning,"Umiam Industrial Complex, RiBhoi District",120.0,5.0,15.0,12.0
India,Mizoram,"Calendar Year (Jan - Dec), 2019",Aizawl,Bawngkawn,102.0,5.0,17.0,9.0
India,Mizoram,"Calendar Year (Jan - Dec), 2019",Aizawl,"Dawrpui Y.M.A, Building, Dawrpui",102.0,5.0,21.0,11.0
India,Mizoram,"Calendar Year (Jan - Dec), 2019",Aizawl,"Khatla, M.GRoad, Mizoram SPCB",103.0,5.0,15.0,11.0
India,Mizoram,"Calendar Year (Jan - Dec), 2019",Aizawl,Laipuitlang,106.0,5.0,5.0,5.0
India,Mizoram,"Calendar Year (Jan - Dec), 2019",Aizawl,"Lengpui Airport, Model Veng, Lengpui",94.0,5.0,5.0,5.0
India,Mizoram,"Calendar Year (Jan - Dec), 2019",Champhai,"D.T.O Office Building, Kahrawt veng",101.0,5.0,5.0,5.0
India,Mizoram,"Calendar Year (Jan - Dec), 2019",Champhai,"Lalzidinga building, Vengthlang",101.0,5.0,5.0,5.0
India,Mizoram,"Calendar Year (Jan - Dec), 2019",Kolasib,"H. Lalthuama Building, Project Veng",101.0,5.0,5.0,5.0
India,Mizoram,"Calendar Year (Jan - Dec), 2019",Kolasib,"Synod Bookroom, Building Diakkawn",101.0,5.0,5.0,5.0
India,Mizoram,"Calendar Year (Jan - Dec), 2019",Lunglei,"K.Lalliantluanga, Chanmari I, Lunglei",96.0,5.0,5.0,5.0
India,Mizoram,"Calendar Year (Jan - Dec), 2019",Lunglei,"Thangkhuma Building, Salem Veng",96.0,5.0,5.0,5.0
India,Nagaland,"Calendar Year (Jan - Dec), 2019",Dimapur,Bank Colony,139.0,5.0,32.0,8.0
India,Nagaland,"Calendar Year (Jan - Dec), 2019",Dimapur,Dhobinala,121.0,5.0,24.0,13.0
India,Nagaland,"Calendar Year (Jan - Dec), 2019",Dimapur,"ERJO Motors, Burma Camp, Dimapur",48.0,5.0,16.0,9.0
India,Nagaland,"Calendar Year (Jan - Dec), 2019",Dimapur,"House no 24, Near community Hall, Viola colony, Dimapur",48.0,5.0,5.0,5.0
India,Nagaland,"Calendar Year (Jan - Dec), 2019",Dimapur,"House no288, TenyipheI, Chumukiedima, Dimapur",103.0,5.0,25.0,7.0
India,Nagaland,"Calendar Year (Jan - Dec), 2019",Dimapur,"Signal point, Dimapur, Nagaland SPCB",103.0,5.0,5.0,5.0
India,Nagaland,"Calendar Year (Jan - Dec), 2019",Dimapur,"Vidya Bhawan School, Lane 17, Nagarjan, Kuda Village, Dimapur",48.0,5.0,5.0,5.0
India,Nagaland,"Calendar Year (Jan - Dec), 2019",Kohima,Opposite NST Office,138.0,5.0,10.0,5.0
India,Nagaland,"Calendar Year (Jan - Dec), 2019",Kohima,Opposite War Cemetery,121.0,5.0,12.0,5.0
India,Odisha,"Calendar Year (Jan - Dec), 2019",Angul,Industrial Estate,102.0,18.0,33.0,27.0
India,Odisha,"Calendar Year (Jan - Dec), 2019",Angul,NALCO Township,102.0,22.0,34.0,26.0
India,Odisha,"Calendar Year (Jan - Dec), 2019",Balasore,DIC office,104.0,10.0,13.0,11.0
India,Odisha,"Calendar Year (Jan - Dec), 2019",Balasore,Rasalpur near Balgopalpur I/A,104.0,11.0,14.0,11.0
India,Odisha,"Calendar Year (Jan - Dec), 2019",Balasore,Sahadevkhunta,104.0,10.0,12.0,11.0
India,Odisha,"Calendar Year (Jan - Dec), 2019",Berhampur,Regional Office Orissa SPCB,107.0,13.0,46.0,19.0
India,Odisha,"Calendar Year (Jan - Dec), 2019",Bhubneshwar,Capital Police Station,97.0,11.0,37.0,19.0
India,Odisha,"Calendar Year (Jan - Dec), 2019",Bhubneshwar,Chandrashekharpur,91.0,13.0,22.0,15.0
India,Odisha,"Calendar Year (Jan - Dec), 2019",Bhubneshwar,IRC Village,94.0,12.0,24.0,16.0
India,Odisha,"Calendar Year (Jan - Dec), 2019",Bhubneshwar,Office Premises Bhubaneswar,100.0,11.0,22.0,16.0
India,Odisha,"Calendar Year (Jan - Dec), 2019",Bhubneshwar,"Patrapara, Khandagiri",101.0,12.0,33.0,14.0
India,Odisha,"Calendar Year (Jan - Dec), 2019",Bhubneshwar,"Water works, Palasuni, Rasalgarh",69.0,10.0,51.0,17.0
India,Odisha,"Calendar Year (Jan - Dec), 2019",Bonaigarh,Govt. Hospital Bonai At/Po/PSBonai DistSudargarh,104.0,11.0,26.0,16.0
India,Odisha,"Calendar Year (Jan - Dec), 2019",Cuttack,P.H.D Office Barabati,104.0,13.0,33.0,18.0
India,Odisha,"Calendar Year (Jan - Dec), 2019",Cuttack,"R.O. Cuttack Office, Surya Vihar",104.0,14.0,38.0,22.0
India,Odisha,"Calendar Year (Jan - Dec), 2019",Cuttack,"Traffic Tower, Badambadi",58.0,14.0,31.0,19.0
India,Odisha,"Calendar Year (Jan - Dec), 2019",Jharsuguda,R.O. Building Cox colony,108.0,11.0,43.0,13.0
India,Odisha,"Calendar Year (Jan - Dec), 2019",Jharsuguda,"TRL Colony, M/s. TRL Krosaki Refractories Ltd. PO: Bhepahar,",106.0,11.0,27.0,18.0
India,Odisha,"Calendar Year (Jan - Dec), 2019",Kalinga Nagar,"Maintenance Office of M/s NINL, Duburi",77.0,11.0,27.0,17.0
India,Odisha,"Calendar Year (Jan - Dec), 2019",Kalinga Nagar,Over the Guest House of M/s NINL,55.0,13.0,22.0,18.0
India,Odisha,"Calendar Year (Jan - Dec), 2019",Konark,Konark Police Station,101.0,11.0,16.0,13.0
India,Odisha,"Calendar Year (Jan - Dec), 2019",Paradeep,On roof of PPL Gueest,101.0,6.0,20.0,10.0
India,Odisha,"Calendar Year (Jan - Dec), 2019",Paradeep,On roof of PPT Staff Quarter,101.0,6.0,16.0,11.0
India,Odisha,"Calendar Year (Jan - Dec), 2019",Paradeep,On roof of STP building IFFCO,83.0,6.0,12.0,10.0
India,Odisha,"Calendar Year (Jan - Dec), 2019",Puri,Sadar police station,46.0,13.0,18.0,15.0
India,Odisha,"Calendar Year (Jan - Dec), 2019",Puri,Town Police Station,75.0,13.0,22.0,15.0
India,Odisha,"Calendar Year (Jan - Dec), 2019",Rajgangpur,"DISIR, Rajgangpur",103.0,11.0,37.0,19.0
India,Odisha,"Calendar Year (Jan - Dec), 2019",Rayagada,"LPS High School, Jaykaypur",101.0,12.0,21.0,17.0
India,Odisha,"Calendar Year (Jan - Dec), 2019",Rayagada,Regional Office Orissa SPCB,104.0,11.0,22.0,17.0
India,Odisha,"Calendar Year (Jan - Dec), 2019",Rourkela,"IDL Police Outpost, Sonaparbat",104.0,10.0,16.0,11.0
India,Odisha,"Calendar Year (Jan - Dec), 2019",Rourkela,Kalunga Industrial Estate,104.0,9.0,26.0,17.0
India,Odisha,"Calendar Year (Jan - Dec), 2019",Rourkela,"Kuarmunda, Sundergarh",104.0,8.0,22.0,12.0
India,Odisha,"Calendar Year (Jan - Dec), 2019",Rourkela,"Regional Office, ORPB",104.0,10.0,22.0,14.0
India,Odisha,"Calendar Year (Jan - Dec), 2019",Sambalpur,"Filter Plant, PHD Office, Modipara",105.0,19.0,46.0,24.0
India,Odisha,"Calendar Year (Jan - Dec), 2019",Talcher,Coal Field Area,104.0,23.0,35.0,28.0
India,Odisha,"Calendar Year (Jan - Dec), 2019",Talcher,T.T.P.S.Colony,104.0,24.0,33.0,29.0
India,Puducherry,"Calendar Year (Jan - Dec), 2019",Karaikal,"B.Ed College (PKCE), Nehru Nagar",88.0,5.0,11.0,5.0
India,Puducherry,"Calendar Year (Jan - Dec), 2019",Karaikal,"Govt. Tourist Home, Kovilpathu",91.0,5.0,10.0,6.0
